,image_id,question,answer
611,462067,Why am i doing this?,personal hiegene
612,360185,Is the banana whole or cut into pieces?,cut
613,323720,Why are the leaves not green?,autumn
614,553501,What kinda bread is this?,sourdough
615,564031,What is this vehicle used for?,transport good
616,472432,What effect does this beverage have?,drunk
617,388381,What type of envelope is under the laptop?,manila
618,88382,Are these herbivorous or carnivorous animals?,herbivorous
619,506327,What type of bed is in the photo?,canopy
620,11635,What movie involves a cat and dog that are best friends venturing home like those in the picture?,homeward bound
621,335565,Where would the sun be located relative to the photographer?,behind
622,547100,What is the book about?,mystery
623,176392,Why would these people be at the table?,family dinner
624,86221,What kind of cocktail is this woman drinking?,martini
625,238070,Why are the buses so close together?,parked
626,371090,Who invented this electronic device?,alexander graham bell
627,71907,What occupation would service this area of a home for a problem?,plumber
628,343256,What type of lense was used to take this picture?,fisheye
629,356068,What green vegetable is that?,pea
630,52472,Why would we suspect that there is a ski lodge near by?,skier
631,531459,What kind of wakeboard is the man using?,continuous
632,529580,What is the name of the law this driver is breaking?,distracted drive
633,310416,What fruit does that piney plant produce?,coconut
634,517549,What kind of cream is this?,whipped
635,358874,What type of features does the background animal have?,long neck
636,551900,What was that sign meant for?,direct
637,68183,The potatoes are refered to what based on their shape?,wedge
638,113310,What is the name brand of this type of transportation?,airfrance
639,428018,What kind of tools is this person using to handle the object?,knife
640,427618,What kind of truck is this?,tow truck
641,318924,What is the bird?,vulture
642,299704,How often does that clock get clean?,not often
643,42698,What type of profession is this?,photographer
644,72370,What kind off vitamins do you get from this vegetable?,b
645,127743,Who invented the blue item in this picture?,samuel fox
646,300684,Is this singles or doubles tennis?,single
647,463830,Why is there a fence here?,privacy
648,184669,What is being sold on that truck?,soda
649,23176,What would answer if i said this reminds me of the phrase watching the water blank?,boil
650,7539,What beverage are they drinking?,tea
651,554688,The red and white pole design seen here is also associated with which profession?,barber
652,159525,What is the name of the middle eastern country that the famous cartoon cat colored like this one threatened to ship his rival to?,abu dhabi
653,99229,What are these men in the middle of doing?,rugby
654,477136,What soft wood is used to close the tob of the container in his hand?,cork
655,160910,Which brand of gray car is shown in this picture?,mazda
656,557948,Are these people tourists or natives?,tourist
657,482251,What sport video game are they playing?,box
658,269680,Is that a real train or a toy?,toy
659,429635,What are the things this guy is holding called?,pole
660,418394,What brand is the horseradish?,kraft
661,292912,What type of drum is that in the picture?,snare
662,118459,What kind of stones is the road made out of?,cobble
663,503212,How many degrees wide can these birds open their mouths?,45
664,361359,What brand of motorcycle is this?,triumph
665,473765,Which river is this woman traveling on?,amazon
666,521923,What muscles does this sport particularly help?,leg
667,398051,If there were more of these walking together they would be called what?,herd
668,85383,Which sport is this?,motocross
669,283329,The fruit in the picture grows most abundantly on what continent?,south america
670,544117,Why are there so many dogs in one place?,it is doggy park
671,325503,What vegetable is the green condiment made from?,cucumber
672,325206,What are the items on the far left shelf made of?,copper
673,55085,What are these animals known to do in the winter?,hibernate
674,196049,What city is this from?,philadelphia
675,190407,How is the elephant squirting?,through his trunk
676,539977,What race is this?,tour de france
677,341206,For what reason the yellow colored lines are painted?,boundary
678,572993,Why is this cat laying on a laptop?,warmth
679,493626,When was this plane made?,1930s
680,266165,How often would these bowls need food in them?,twice day
681,167683,What type of sandwiches is she making?,sub
682,447883,When did these communication devices become popular?,2000s
683,19136,Of what kind of materials is this house constructed?,stucco
684,462944,Is this legal or illegal to ride a skate board?,legal
685,576776,Was this a special or normal event?,special
686,210368,This bear is famous for loving what food?,honey
687,18935,What orbiting body is said to influence these waves?,moon
688,538737,Where are the white bears found?,north pole
689,343403,What country does this player hail from?,puerto rico
690,513551,What can you do with the largest object in the cup?,write
691,391460,What kind of fruit are the red objects to the left?,red pepper
692,409979,Where would you see this?,air show
693,391018,What sound do these animals make?,baa
694,49886,What is the statue behind the skateboarder?,george washington
695,39548,What's in the white bag on the left?,flour
696,112395,Why might we suspect that this scene is nowhere in north america?,there are elephant and they are not native to north america
697,580120,Why might one assume this is a private school?,uniform
698,472329,Would this child be left handed or right handed?,right handed
699,529117,What type of animals are these?,giraffe and rhino
700,489195,What is the process required to create the drink shown in this photo?,fermentation
701,482196,Which metal object did the dish run away with in the nursery rhyme?,spoon
702,388500,How long in feet is the boat pictured here?,20
703,396212,What is the name of the skiing object that child is sitting on?,sled
704,38117,What is the record height of a surfed wave?,80 ft
705,340081,Which kelly slater's pro surfer character does this person most look like?,kelly slater
706,476113,What type of plant does this come from?,pumpkin
707,223599,Are these pumpkins or manderines?,manderines
708,19665,How long will the batteries inside this remote last?,3 months
709,220376,What type of bird is shown in the image?,parakeet
